"attribute_0","id","price","bedrooms","bathrooms","sqm_living","sqm_lot","floors","waterfront","view","condition","grade","sqm_above","sqm_basement","yr_built","yr_renovated","zipcode","lat","long","sqm_living15","sqm_lot15","age"
8319,1725079061,13.1223633774043,3,1.75,5.02625261047895,8.38263970263164,"1","0","0","3",7,152.3609856,0,1989,0,98014,47.654,-121.94,211.8189312,259.1994816,26
8320,2141310820,13.4429965499958,3,1.75,5.32001372900712,6.81801207970701,"1","0","0","5",8,139.35456,65.032128,1978,0,98006,47.559,-122.136,223.8963264,783.82294848,37
8321,2902200234,13.1711535415738,3,2.25,4.78619858701643,4.69876428762675,"2","0","0","3",8,92.90304,26.9418816,2006,0,98102,47.637,-122.327,120.773952,83.612736,9
8322,1443500395,12.7938593104323,3,1.5,4.58982527676682,6.36125367721129,"1","0","0","4",7,98.4772224,0,1968,0,98118,47.5329,-122.271,104.0514048,495.73062144,47
8323,2391601010,12.9598444479066,3,1,4.74666774825979,6.2807562234521,"1","0","0","4",6,115.1997696,0,1948,0,98116,47.564,-122.398,115.1997696,521.09315136,67
8324,7129303970,12.3881858472864,2,1,4.77841644657437,6.23630446088127,"1","0","0","3",7,118.9158912,0,1949,0,98118,47.5179,-122.264,117.9868608,504.27770112,66
8325,567000025,13.2664637213781,2,2.5,5.37742463622045,5.63016865731096,"2","0","3","3",8,216.4640832,0,1915,1994,98144,47.5953,-122.294,163.5093504,403.10629056,21
8326,2493200195,13.3293775467887,3,1.75,5.39021798768036,6.51819707946714,"1","0","0","4",8,126.3481344,92.90304,1948,0,98136,47.5274,-122.384,172.7996544,504.18479808,67
8328,2600020330,14.012720727252,4,2.75,5.83174803070932,7.26592387806243,"2","0","3","4",10,340.9541568,0,1986,0,98006,47.5581,-122.156,313.0832448,139.16875392,29
8329,1370801520,14.3193115667933,4,3.5,5.65648596562833,6.10329241389293,"2","0","3","3",10,213.676992,72.4643712,1937,2009,98199,47.6417,-122.411,270.3478464,494.05836672,6
8331,3601800580,12.4292161968444,4,2,5.48706781367028,6.72878094597906,"1","0","0","3",8,130.9932864,110.5546176,1959,0,98032,47.381,-122.299,241.547904,610.3729728,56
8332,3336000296,12.4292161968444,4,1.5,4.73040722738801,6.12079157375943,"1","0","0","3",6,113.3417088,0,1942,0,98118,47.5292,-122.269,130.9932864,328.22644032,73
8333,1525059020,13.7375490164946,4,2.5,5.59970944982625,8.41004327285154,"1","0","0","4",8,177.4448064,92.90304,1967,0,98005,47.6495,-122.164,256.4123904,430.04817216,48
8335,4136950180,12.4760997827432,3,2.5,5.06218461970502,6.35610566069389,"2","0","0","3",8,157.935168,0,1997,0,98092,47.2621,-122.221,159.7932288,550.26470592,18
8336,259600790,13.1223633774043,3,1.75,4.73040722738801,6.52897407484409,"1","0","0","4",7,113.3417088,0,1964,0,98008,47.6334,-122.12,146.7868032,688.8760416,51
8337,2770604925,14.0778748224318,5,1,5.04437999507151,6.38785435900847,"1.5","0","0","3",8,155.1480768,0,1919,0,98119,47.6542,-122.373,177.4448064,327.39031296,96
8339,3275850180,13.4224679698547,3,2.25,5.49090658997745,6.72900314351359,"2","0","0","3",9,242.4769344,0,1988,0,98052,47.6909,-122.104,215.5350528,695.56506048,27
8341,4154300296,13.2085410736454,3,1,4.49073437412259,6.14697635275449,"1","0","0","3",7,89.1869184,0,1955,0,98118,47.5611,-122.28,135.6384384,497.031264,60
8342,3888100043,12.7656884334656,3,1,4.54150669949601,6.76800165913235,"1","0","0","3",6,93.8320704,0,1981,0,98033,47.6874,-122.168,136.5674688,767.65781952,34
8343,8165501510,12.6760762747759,2,2.25,4.969811299574,5.13423164603871,"2","0","0","3",8,143.999712,0,2008,0,98106,47.5394,-122.368,131.9223168,235.5092064,7
8344,5152700120,13.0214374588144,5,2.5,6.15430529513662,7.12044758790874,"1","0","2","3",9,293.01618816,177.72351552,1968,0,98003,47.3391,-122.325,265.7026944,155.89130112,47
8345,1962200475,13.6819791653398,3,2,5.38597169679891,6.3233158378709,"1.5","0","0","4",8,184.8770496,33.4450944,1922,0,98102,47.6476,-122.32,186.7351104,473.61969792,93
8346,272000355,12.6915804613119,3,1.5,4.80158350585591,5.62950176832325,"2","0","0","3",7,121.7029824,0,1998,0,98144,47.5873,-122.299,121.7029824,327.9477312,17
8347,5113400113,13.5357966551617,4,2.25,5.30166459033892,6.25432296638395,"1","0","0","5",7,100.3352832,100.3352832,1947,0,98119,47.6442,-122.372,171.870624,481.7022624,68
8348,6669010120,12.672946381767,4,2.5,5.45183912178654,6.6099974099891,"1","0","0","3",8,149.5738944,83.612736,1978,0,98032,47.3715,-122.285,188.5931712,670.7599488,37
8350,2113700025,12.7068479334427,2,1,4.65288865381037,5.87702873524248,"1","0","0","3",7,104.88753216,0,1953,0,98106,47.5313,-122.351,120.773952,394.28050176,62
8351,7197000100,13.1421660047005,4,3.25,5.21465321334929,6.83294074106037,"1","0","0","3",8,124.4900736,59.4579456,1980,0,98052,47.6883,-122.111,183.9480192,744.43205952,35
8353,1862400215,13.5606183083355,3,2.5,5.43981492881974,6.14239330199065,"2","0","0","3",8,182.0899584,48.3095808,2014,0,98117,47.6974,-122.369,153.290016,656.8244928,1
8354,3726800201,12.9239124386805,3,1.75,5.30166459033892,5.91785072976274,"1","0","0","3",7,100.3352832,100.3352832,1953,0,98144,47.5721,-122.309,117.0578304,337.51674432,62
8355,13002460,12.2307652581205,2,1.75,5.08544148186928,6.16079690837313,"1","0","0","3",6,53.8837632,107.7675264,1915,0,98108,47.5211,-122.33,133.7803776,477.89323776,100
8357,8731983200,12.4490188241406,2,1.75,5.1993857412185,6.63569052291305,"1","0","0","3",8,181.160928,0,1975,0,98023,47.3161,-122.382,220.1802048,671.31736704,40
8358,5309101395,12.9360337992128,2,1,4.4372456891716,5.85331220862516,"1","0","0","3",7,84.5417664,0,1904,0,98117,47.6772,-122.369,107.7675264,403.10629056,111
8359,4364700945,13.0368054890427,4,2,5.39021798768036,6.48883027634847,"1","0","0","5",6,109.6255872,109.6255872,1925,0,98126,47.5261,-122.376,124.4900736,610.3729728,90
8361,3295730040,13.2827800988102,3,2.5,5.29702421078242,6.17886793350503,"2","0","0","3",8,199.741536,0,1995,0,98033,47.6952,-122.187,199.741536,608.23620288,20
8363,1236300146,13.2533916398107,3,1.5,4.79392063311034,6.51764830733099,"1","0","0","4",7,120.773952,0,1965,0,98033,47.6889,-122.187,120.773952,753.72236352,50
8364,8024200625,12.9348282535575,3,1,4.58034653281228,6.32364911566102,"1","0","0","3",7,78.0385536,19.5096384,1941,0,98115,47.6988,-122.316,109.6255872,536.70086208,74
8365,7340600845,12.1281111040605,4,1,4.85363986781196,6.43366389503977,"1","0","0","3",7,110.5546176,17.6515776,1928,0,98168,47.4871,-122.281,128.2061952,694.63603008,87
8366,898000220,12.4780063610138,3,1.5,5.00779054763922,6.8628260954968,"1","0","0","4",7,149.5738944,0,1961,0,98022,47.2025,-121.999,130.9932864,650.69289216,54
8367,2212600100,12.8212582846204,4,2.75,5.67895882148039,8.74395059763876,"1","0","0","4",9,209.03184,83.612736,1965,0,98092,47.3382,-122.196,205.3157184,340.11802944,50
8368,6412100092,12.8007797532769,3,1,4.95026670350103,6.78358473801974,"1","0","0","3",7,141.2126208,0,1954,0,98125,47.7162,-122.324,126.3481344,612.04522752,61
8369,8835350300,13.1918894400529,3,2.5,5.21969100737925,6.53263088124858,"2","0","0","3",9,184.8770496,0,1993,0,98072,47.7703,-122.165,205.3157184,625.05165312,22
8370,2586800210,12.9598444479066,5,2,5.447847100517,6.58619279140371,"1.5","0","0","3",7,145.8577728,86.3998272,1921,0,98146,47.5031,-122.348,108.6965568,646.69806144,94
8372,6450303950,12.9831013100708,5,2,5.14132194026374,6.75509825429644,"1","0","0","4",7,143.0706816,27.870912,1942,1958,98133,47.7308,-122.34,111.483648,487.92676608,57
8373,3013300409,12.8992198260901,2,1,4.73040722738801,6.37210600204033,"1","0","0","3",7,70.6063104,42.7353984,1942,0,98136,47.5299,-122.387,171.870624,463.49326656,73
8375,1125049140,14.0386541092785,3,2.5,5.52850500353446,7.10569415215879,"1","0","0","3",10,251.7672384,0,1959,0,98105,47.6718,-122.256,290.7865152,146.41519104,56
8376,2025700180,12.6115377536383,3,2.25,5.09687017769291,6.22183666892105,"2","0","0","3",7,163.5093504,0,1991,0,98038,47.3484,-122.037,145.8577728,536.42215296,24
8377,8024201055,12.9104070154807,2,1,4.30841281732864,6.15686763023324,"1","0","0","3",7,74.322432,0,1938,0,98115,47.6978,-122.314,144.9287424,478.63646208,77
8379,9829200855,13.5554436525455,3,2.25,5.10816973294684,6.34311846516708,"1.5","0","0","4",9,129.1352256,36.2321856,1927,0,98122,47.6025,-122.286,182.0899584,509.20156224,88
8380,1864940180,12.7218858108072,4,2.5,5.49090658997745,6.09620609828681,"2","0","0","3",8,242.4769344,0,2009,0,98001,47.2649,-122.292,239.96855232,458.0119872,6
8381,1023089085,12.8739020181058,3,1.75,5.14674200773308,7.25087616200329,"1","0","0","3",7,171.870624,0,1965,0,98045,47.4991,-121.774,107.7675264,161.55838656,50
8383,1087500040,12.9066918409288,3,1.75,4.77057326911335,6.91017614791289,"1","0","0","3",7,117.9868608,0,1956,0,98033,47.6647,-122.177,117.9868608,44.68636224,59
8385,272000085,13.5291609307463,6,3,5.5893466627907,6.44847898082491,"2","0","0","3",7,267.5607552,0,1980,0,98144,47.5873,-122.299,152.3609856,403.10629056,35
8386,7129302806,12.9190224533863,3,1,4.88221324025601,6.61099791032268,"1","0","4","3",7,131.9223168,0,1950,0,98118,47.5169,-122.255,165.3674112,694.72893312,65
8387,4389201021,13.8296599810687,3,1,5.02625261047895,7.0852892093607,"1.5","0","0","5",6,139.35456,13.0064256,1920,0,98004,47.6169,-122.212,203.4576576,66.14696448,95
8388,6751300385,13.2621253197795,3,2,5.07967777715253,6.73210873607174,"1","0","0","4",7,160.7222592,0,1956,0,98007,47.5875,-122.134,136.5674688,747.869472,59
8389,723049274,12.7068479334427,3,1.75,4.75469991995705,6.62342043032124,"1","0","0","3",7,116.1288,0,1951,2004,98146,47.5016,-122.348,120.773952,685.81024128,11
8390,2767602094,13.2445810101286,3,2.25,4.95026670350103,4.73122656377141,"3","0","0","3",8,141.2126208,0,2013,0,98107,47.674,-122.377,143.999712,455.6894112,2
8391,8635760330,13.0302480884965,3,2.5,5.13039286973155,5.6082638219229,"2","0","0","3",8,169.0835328,0,1999,0,98074,47.6018,-122.021,169.0835328,324.78902784,16
8392,3905010100,13.388566418179,4,2.5,5.52480814165313,6.74224544693235,"2","0","0","3",9,250.838208,0,1990,0,98029,47.5771,-121.994,232.2576,753.25784832,25
8394,8691390530,13.4588356140255,4,2.5,5.55040368884209,6.26956338187165,"2","0","0","3",9,257.3414208,0,2004,0,98075,47.5997,-121.973,270.3478464,470.46099456,11
8395,4319200620,12.3673407931263,2,1,4.77057326911335,6.74880141446988,"1.5","0","0","3",6,117.9868608,0,1917,0,98126,47.5365,-122.378,163.5093504,751.77139968,98
8397,8121200820,13.0710700830168,3,2.25,5.13039286973155,6.61199741065577,"1","0","0","3",8,115.1997696,53.8837632,1981,0,98052,47.7206,-122.11,188.5931712,728.63854272,34
8398,8682231110,13.2690577565551,2,2,5.15749479950934,6.36812985366069,"1","0","0","3",8,173.7286848,0,2003,0,98053,47.7108,-122.031,155.1480768,485.13967488,12
8399,2767602645,13.1362662825733,4,2,4.83904106839081,5.54170167598862,"1.5","0","0","3",7,126.3481344,0,1945,2011,98107,47.6736,-122.39,182.0899584,314.75549952,4
8401,2595650100,12.7924694561432,4,2.75,5.29236219767661,6.86525245666194,"2","0","0","3",8,198.8125056,0,1993,0,98001,47.3537,-122.274,178.3738368,68.56244352,22
8402,2616700450,12.4211840251471,3,1.75,4.81673531087651,6.81709702702763,"1","0","0","3",7,123.5610432,0,1987,0,98001,47.3304,-122.277,123.5610432,632.85550848,28
8403,2520900301,12.3854732738965,3,1,4.59921501711666,6.2807562234521,"1","0","0","3",7,99.4062528,0,1952,0,98178,47.5071,-122.255,131.9223168,567.45176832,63
8405,1726600150,13.7850513504796,4,3,5.78717240612062,7.05005896785936,"2","0","0","4",9,326.0896704,0,1976,0,98005,47.6381,-122.166,278.70912,137.031984,39
8407,4036800580,12.9432367115069,4,1.5,4.969811299574,6.74814774846991,"1","0","0","3",7,92.90304,51.096672,1956,0,98008,47.6005,-122.129,160.7222592,712.93792896,59
8408,2324800110,13.4574060212159,4,2.5,5.7193997910389,7.84359461398518,"2","0","0","3",9,304.7219712,0,1996,0,98053,47.6711,-122.012,297.289728,311.6896992,19
8409,7855800910,13.6773972558346,4,2.5,5.29702421078242,6.6758488826423,"1","0","3","4",8,130.064256,69.67728,1967,0,98006,47.5663,-122.163,260.128512,775.740384,48
8410,3625059140,13.1519221796459,3,1.75,4.98898121568172,6.74498232531707,"1","0","1","4",7,112.4126784,34.3741248,1967,0,98008,47.6069,-122.112,241.547904,291.7155456,48
8411,1200021,12.8992198260901,3,1,4.90999280436309,8.29275648433641,"1","0","0","3",7,135.6384384,0,1952,0,98166,47.4434,-122.347,209.03184,257.805936,63
8412,9455200790,13.0058295611484,3,1.75,4.87514607303292,6.16079690837313,"1","0","0","4",7,103.1223744,27.870912,1954,0,98125,47.7026,-122.29,148.644864,656.26707456,61
8413,2021200530,13.9198705732885,4,2.75,5.6597274595525,6.41862601767523,"1","0","2","3",9,167.225472,119.8449216,1956,0,98199,47.6339,-122.396,221.1092352,470.46099456,59
8414,7760600110,12.2643415536542,3,1.5,5.05628489757783,6.79331946711664,"1","0","0","3",7,112.4126784,44.5934592,1976,0,98038,47.3857,-122.079,134.709408,785.4952032,39
8416,1612500090,12.3274049306977,4,1,4.62686654844717,6.49305861245799,"1","0","0","4",7,81.7546752,20.4386688,1907,0,98030,47.3858,-122.227,106.838496,604.61298432,108
8417,4027700594,13.1615840905576,3,1.75,5.36880389317655,8.13337899018861,"1","0","2","3",8,146.7868032,67.8192192,1983,0,98155,47.7697,-122.274,185.80608,157.09904064,32
8419,2172000846,12.4211840251471,4,2,5.26392426235607,7.13498652061495,"1","0","0","3",7,96.6191616,96.6191616,1950,0,98178,47.4918,-122.258,186.7351104,81.47596608,65
8420,514500195,13.2285235732327,4,2.5,5.33355795411487,6.50563739466486,"1","0","0","4",7,113.3417088,93.8320704,1957,0,98005,47.589,-122.156,178.3738368,610.3729728,58
8421,8151600142,12.6759200125676,5,1.75,5.06804973915741,7.00809476876033,"1","0","0","3",7,99.4062528,59.4579456,1958,0,98146,47.506,-122.365,95.6901312,22.01802048,57
8423,6700390210,12.4090134895269,3,2.5,5.00155999788858,5.55688086154112,"2","0","0","4",7,148.644864,0,1992,0,98031,47.4034,-122.187,159.7932288,369.10377792,23
8424,2195700230,13.4588356140255,3,2.5,5.5788753629234,8.13119468897884,"2","0","0","3",10,264.773664,0,1987,0,98072,47.7376,-122.102,310.2961536,363.99411072,28
8425,558100090,13.3502954454503,5,2.75,5.48706781367028,6.63080053761886,"2","0","0","3",8,241.547904,0,2015,0,98133,47.7348,-122.34,148.644864,684.41669568,0
8427,1782500065,12.9480099902596,4,1.75,4.80918810524112,6.13658457258825,"1","0","0","4",7,87.3288576,35.3031552,1942,0,98126,47.5266,-122.379,117.0578304,452.25199872,73
8429,9432900180,12.6378518151972,4,2.75,5.41532390881144,6.66430168234499,"2","0","0","3",8,224.8253568,0,1996,0,98022,47.2091,-122.009,224.8253568,715.63211712,19
8430,142000165,13.5277618166235,4,2.75,5.48706781367028,6.3316146406856,"2","0","0","5",8,182.0899584,59.4579456,1949,0,98116,47.5656,-122.4,184.8770496,540.50988672,66
8431,6145600410,12.5776362019627,2,1,4.35720298149807,5.87806985975089,"1","0","0","4",6,78.0385536,0,1919,0,98133,47.7048,-122.347,96.6191616,391.5863136,96
8432,2599001500,12.3673407931263,3,1.75,4.88221324025601,6.60094757446918,"1","0","0","4",7,131.9223168,0,1962,0,98092,47.2931,-122.188,131.9223168,664.99996032,53
8433,1721801010,12.3238556811866,3,1,5.11377198849551,6.34311846516708,"1","0","0","3",6,166.2964416,0,1937,1964,98146,47.508,-122.337,77.1095232,545.24794176,51
8434,1721801010,12.6185133673748,3,1,5.11377198849551,6.34311846516708,"1","0","0","3",6,166.2964416,0,1937,1964,98146,47.508,-122.337,77.1095232,545.24794176,51
8435,5101404491,13.1615840905576,2,1,4.82422598260567,6.38472446599954,"1","0","0","3",7,82.6837056,41.806368,1939,0,98115,47.697,-122.313,128.2061952,561.22726464,76
8436,326049111,12.5602444592508,2,1,4.54150669949601,6.50563739466486,"1","0","0","3",7,93.8320704,0,1975,0,98155,47.7651,-122.291,175.5867456,761.71202496,40
8438,1310980580,12.834414602724,5,2.75,5.62347966916016,6.67162253213912,"1","0","0","3",8,143.0706816,133.7803776,1982,0,98032,47.3641,-122.278,214.6060224,709.87212864,33
8439,6632300230,12.8413258476712,3,2,4.84636710848288,6.50563739466486,"1","0","0","3",7,104.9804352,22.2967296,1926,1955,98125,47.7329,-122.308,120.773952,611.11619712,60
8441,2188201010,12.4090134895269,3,2.25,4.95682410404719,7.01646301843085,"1","0","0","3",7,99.4062528,42.7353984,1979,0,98023,47.2715,-122.338,198.8125056,148.36615488,36
8442,7137910360,12.2060726455302,3,2,4.78619858701643,6.28197287433652,"1","0","0","3",7,119.8449216,0,1994,0,98092,47.3175,-122.17,146.7868032,585.84657024,21
8445,724069023,14.0362512246622,1,1.25,5.12488321392058,6.15489718624594,"1.5","1","4","4",8,114.2707392,53.8837632,1967,0,98075,47.5814,-122.081,211.8189312,475.6635648,48
8446,6600220150,13.2175826439853,4,2.5,5.33355795411487,7.21899561584093,"1","0","0","4",7,109.6255872,97.548192,1981,0,98074,47.6305,-122.034,136.5674688,143.16358464,34
8447,7227800025,12.4292161968444,3,3,5.36446549157795,6.57290655919996,"1","0","0","3",7,213.676992,0,1960,0,98056,47.5102,-122.18,145.8577728,680.88638016,55
8449,5072300210,12.9945300058944,3,1.75,5.22470354920279,6.82409112578339,"1","0","2","4",8,137.4964992,48.3095808,1957,0,98166,47.4436,-122.339,214.6060224,13.4709408,58
8451,6705870120,13.5142703209136,5,2.5,5.72244393342013,6.14677752583267,"2","0","0","3",8,305.6510016,0,2004,0,98075,47.5773,-122.056,277.7800896,564.10725888,11
8452,1109000040,12.6603279178078,3,2,4.79392063311034,5.84823266288187,"1","0","0","3",7,83.612736,37.161216,1993,0,98118,47.5374,-122.27,120.773952,381.55278528,22
8453,9358001590,12.7367008965923,5,1,5.1628281454847,5.8596918155892,"1.5","0","0","3",6,126.3481344,48.3095808,1917,0,98126,47.566,-122.37,131.9223168,302.77100736,98
8454,705700580,12.8103886123835,4,2.75,5.30628353619521,6.80810544708605,"2","0","0","3",7,201.5995968,0,1995,0,98038,47.3814,-122.024,155.1480768,650.97160128,20
8455,4343800100,12.6603279178078,3,1.75,5.05035016205801,6.51255783750943,"1","0","0","3",7,86.3998272,69.67728,1952,0,98133,47.7201,-122.35,124.4900736,614.46070656,63
8456,3343900781,12.6081988523728,3,1.5,4.70550967576628,6.74366955847282,"1","0","0","4",7,110.5546176,0,1959,0,98056,47.5164,-122.189,141.2126208,754.93010304,56
8457,1062100085,12.7656884334656,2,1,4.46968096492476,6.14099428107695,"1","0","0","3",7,87.3288576,0,1950,0,98155,47.7518,-122.279,167.225472,625.33036224,65
8458,6821101827,12.7367008965923,2,1.75,4.54150669949601,4.91067750141141,"1","0","0","3",7,62.2450368,31.5870336,2003,0,98199,47.6515,-122.4,139.35456,299.612304,12
8460,9500900110,12.3194013308372,3,1.5,4.92359845641887,6.8912776530077,"1","0","0","3",7,137.4964992,0,1957,0,98002,47.2872,-122.212,127.2771648,33.53799744,58
8461,4006000401,11.8493977015914,2,1,4.42619585298502,6.38785435900847,"1","0","0","2",6,83.612736,0,1940,0,98118,47.5287,-122.281,125.419104,562.80661632,75
8463,1875500040,12.7068479334427,3,2.5,5.24450617649897,7.17567231044896,"2","0","0","3",7,189.5222016,0,1995,0,98019,47.7278,-121.963,175.5867456,158.30678016,20
8464,7955000210,12.6313403809345,3,1,4.90311992507533,6.50563739466486,"1","0","0","3",7,93.8320704,40.8773376,1969,0,98034,47.7311,-122.199,139.35456,583.8956064,46
8465,7568700175,12.6914266033225,3,1,4.72217672825149,6.53842721748785,"1","0","0","3",7,112.4126784,0,1949,0,98155,47.7402,-122.323,104.0514048,628.4890656,66
8467,923049378,12.2404740722475,3,1,4.93033248860021,6.72822523604534,"1","0","0","4",7,138.4255296,0,1954,0,98168,47.4901,-122.303,138.4255296,746.29012032,61
8468,420000085,12.3800259526536,3,1,4.74666774825979,6.27202254348335,"1.5","0","0","5",6,115.1997696,0,1953,0,98056,47.4927,-122.169,105.9094656,517.19122368,62
8469,2817210210,13.4516671245469,3,2,5.49930038210592,7.46237671801969,"2","0","3","3",10,244.52080128,0,2000,0,98070,47.3743,-122.421,183.0189888,161.37258048,15
8471,714000315,13.1519221796459,3,2.75,5.06804973915741,6.77735944753791,"1","0","0","3",7,93.8320704,65.032128,1947,0,98105,47.6693,-122.267,182.0899584,743.13141696,68
8473,1721801161,12.3715870840077,4,2.5,5.02013638346152,5.64997128460714,"2","0","0","3",7,151.4319552,0,2003,0,98146,47.5072,-122.336,117.9868608,445.09846464,12
8474,4139490210,14.0662692763115,4,3.5,5.93765335705892,7.20225078320129,"2","0","2","3",12,298.2187584,80.8256448,1998,0,98006,47.5519,-122.106,379.0444032,100.3352832,17
8475,6790900110,13.2410349071218,3,2.75,5.38170729801246,7.33491674954938,"1","0","0","4",8,139.35456,78.0385536,1972,0,98075,47.5952,-122.051,205.3157184,187.1996256,43
8476,1775800220,12.9263192959718,3,1.75,4.53155636864285,7.17496137625152,"1","0","0","4",7,92.90304,0,1967,0,98072,47.7417,-122.093,117.0578304,118.73008512,48
8477,2569500210,12.7365538269546,4,2.5,5.36010818620899,6.6500984239446,"2","0","0","3",8,212.7479616,0,1985,0,98042,47.3473,-122.151,232.2576,728.73144576,30
8478,4141000490,13.9978321147582,4,2.5,5.68843756543493,7.10554170151439,"2","0","0","4",11,295.4316672,0,1986,0,98040,47.5382,-122.23,285.2123328,126.06942528,29
8479,8078100120,12.7367008965923,4,2.5,5.30628353619521,7.51648044348023,"2","0","0","3",8,201.5995968,0,1992,0,98031,47.4034,-122.167,211.8189312,719.16243264,23
8480,3034200666,13.6024410922215,4,3.25,5.63681320002962,7.13105578540225,"1","0","0","5",9,280.5671808,0,1956,0,98133,47.7174,-122.336,196.9544448,637.03614528,59
8482,7399000360,12.7068479334427,4,1.75,5.07388065946821,6.6478118834454,"1","0","0","4",8,159.7932288,0,1965,0,98055,47.4654,-122.194,170.9415936,695.10054528,50
8483,3491300082,13.5923545065719,4,3.5,5.46372044967329,6.29079264616534,"2","0","0","5",8,169.0835328,66.8901888,1910,1986,98117,47.6857,-122.376,141.2126208,501.2119008,29
8485,323059146,12.7454857261481,3,1,4.87514607303292,7.454717949362,"1","0","0","5",7,130.9932864,0,1960,0,98059,47.5031,-122.152,149.5738944,299.24069184,55
8486,1079350090,12.7128902478986,3,2.5,4.95682410404719,6.7729041521657,"1","0","0","3",7,117.9868608,24.1547904,1993,0,98059,47.4852,-122.162,157.935168,647.0696736,22
8487,98000740,13.7589402064759,5,3.5,6.0086050930312,7.23459402792151,"2","0","0","3",11,406.9153152,0,2003,0,98075,47.5848,-121.969,400.4121024,173.07836352,12
8489,8815400165,13.4209853898944,5,1.75,5.27824431613082,6.14099428107695,"1.5","0","0","4",7,116.1288,79.8966144,1946,0,98115,47.6745,-122.287,159.7932288,470.46099456,69
8490,421000555,12.2060726455302,3,1,4.58034653281228,6.14099428107695,"1","0","0","4",6,97.548192,0,1967,0,98056,47.4923,-122.165,97.548192,485.13967488,48
8491,686300930,13.0236474044652,3,1.75,5.00155999788858,6.51007199173272,"1","0","0","3",8,148.644864,0,1966,0,98008,47.6293,-122.121,183.0189888,681.25799232,49
8493,3832070040,12.5602444592508,4,2.5,5.22270154653212,6.04602404348572,"2","0","0","3",7,185.43446784,0,2009,0,98042,47.3365,-122.051,202.5286272,479.93710464,6
8495,7452500730,12.4872964079209,2,1,4.53155636864285,6.3233158378709,"1","0","0","3",6,92.90304,0,1951,0,98126,47.5208,-122.372,116.1288,536.42215296,64
8496,1824059079,13.6876771864544,4,2,5.45977567138227,6.91110250277302,"1","0","0","5",8,125.419104,109.6255872,1954,0,98040,47.5705,-122.225,274.9929984,101.7288288,61
8497,3438503426,12.2524790183443,3,1.5,4.50109716115814,6.23412025906643,"1","0","0","3",7,90.1159488,0,1976,0,98106,47.5366,-122.359,96.6191616,503.44157376,39
8498,8948500025,12.8479265317026,4,2.5,5.40702510599675,6.77205326932347,"1","0","0","4",7,121.7029824,101.2643136,1958,0,98056,47.4952,-122.178,123.5610432,691.38442368,57
8499,1722059021,12.7263534280669,3,2,5.13587233549617,7.08808576210381,"1","0","0","3",7,170.0125632,0,1994,0,98031,47.3924,-122.192,215.5350528,725.29403328,21
8500,8899210090,12.7938593104323,3,2.25,5.28767834836418,6.66761451074158,"1","0","0","3",7,119.8449216,78.0385536,1983,0,98055,47.4537,-122.211,209.03184,788.00358528,32
8501,4019300155,13.722407939702,4,3.25,5.7345286726352,8.0527861061947,"2","0","0","5",8,309.3671232,0,1924,0,98155,47.7596,-122.275,239.6898432,321.16580928,91
8502,4364700165,12.428816116823,2,1,3.9517378733899,6.55442755883429,"1","0","0","3",6,52.0257024,0,1944,0,98126,47.5271,-122.375,91.9740096,637.68646656,71
8504,7987401095,13.2175826439853,3,2.5,5.39865685632623,5.447847100517,"3","0","3","3",9,221.1092352,0,1988,0,98126,47.5734,-122.375,210.8899008,470.46099456,27
8505,1237500540,12.3238556811866,3,1.75,4.84636710848288,6.91719501677218,"1","0","0","4",6,127.2771648,0,1945,0,98052,47.6774,-122.164,146.7868032,163.13773824,70
8507,3649100304,12.8992198260901,3,2.25,5.08544148186928,6.93308140949179,"2","0","0","3",8,161.6512896,0,1980,0,98028,47.7376,-122.242,159.7932288,86.49273024,35
8508,7400062,12.6108708646506,2,1,4.29583403512178,6.1878778669758,"1","0","0","4",6,73.3934016,0,1925,0,98118,47.5303,-122.288,132.8513472,492.29320896,90
8509,6388910730,13.2267233927286,3,2.5,5.43981492881974,6.69211696160747,"2","0","0","4",8,230.3995392,0,1989,0,98056,47.53,-122.172,235.9737216,775.36877184,26
8511,1865000040,12.7938593104323,4,2.5,5.54315728032133,6.36557679658541,"2","0","0","3",9,255.48336,0,2002,0,98092,47.3304,-122.179,261.0575424,587.70463104,13
8512,6821100246,12.9360337992128,2,1,4.40372299713296,5.69470717844853,"1","0","0","3",7,81.7546752,0,1910,1970,98199,47.6575,-122.402,174.6577152,536.42215296,45
8513,8731981500,12.7798730684576,4,1.75,5.30166459033892,6.61099791032268,"1","0","0","4",9,154.2190464,46.45152,1976,0,98023,47.3165,-122.382,218.322144,687.85410816,39
8515,2123700100,12.7742233359154,5,2.75,5.28767834836418,6.14099428107695,"1","0","0","5",7,102.193344,95.6901312,1978,0,98118,47.5271,-122.274,124.4900736,588.44785536,37
8517,3876600120,12.4874851049684,3,1.5,5.10816973294684,6.85355185515671,"1","0","0","4",7,117.9868608,47.3805504,1967,0,98001,47.3375,-122.291,122.6320128,661.84125696,48
8518,4038000040,12.4292161968444,4,1.75,5.17865961070138,6.64176956898944,"1","0","0","4",7,177.4448064,0,1959,0,98008,47.6131,-122.123,139.35456,691.47732672,56
8519,6668900155,12.3238556811866,2,1,4.68856011745251,6.4975492178151,"1","0","0","3",7,108.6965568,0,1951,0,98155,47.7497,-122.313,108.6965568,642.23871552,64
